Title,Count,URL
Dakar,3116,https://www.expat-dakar.com/immobilier/dakar
Thiès,302,https://www.expat-dakar.com/immobilier/thies
Saint-Louis,20,https://www.expat-dakar.com/immobilier/saint-louis
Sine saloum,10,https://www.expat-dakar.com/immobilier/sine-saloum
Fatick,7,https://www.expat-dakar.com/immobilier/fatick
Kaolack,3,https://www.expat-dakar.com/immobilier/kaolack
Louga,4,https://www.expat-dakar.com/immobilier/louga
